epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,20585,0.47318,0.33023,0.97971,0.99786,0.95238,0.97107,0.8075,0.7308,0.46584,1.15533,0.000812,0.000812,0.000812
182,20708.3,0.52022,0.37889,0.98446,0.99754,0.95238,0.9699,0.80536,0.73839,0.46288,1.14507,0.0008054,0.0008054,0.0008054
183,20834.7,0.47238,0.3211,1.01067,0.99782,0.95238,0.96939,0.80227,0.75053,0.47094,1.1527,0.0007988,0.0007988,0.0007988
184,20950.9,0.47114,0.32194,0.99483,0.99799,0.95238,0.96996,0.80406,0.72125,0.46845,1.15953,0.0007922,0.0007922,0.0007922
185,21069.1,0.45489,0.34555,0.97476,0.99717,0.95238,0.97017,0.80075,0.70924,0.44953,1.1581,0.0007856,0.0007856,0.0007856
186,21181.9,0.51451,0.34942,0.99876,0.99656,0.95238,0.97274,0.79596,0.71442,0.4622,1.1514,0.000779,0.000779,0.000779
187,21292.3,0.47209,0.31821,0.98956,0.9959,0.95238,0.97405,0.79505,0.74056,0.48379,1.14493,0.0007724,0.0007724,0.0007724
188,21405.9,0.49086,0.33148,0.99491,0.9528,0.96133,0.96417,0.78894,0.73837,0.53803,1.15097,0.0007658,0.0007658,0.0007658
189,21516,0.45206,0.30619,0.97541,0.95283,0.96204,0.96398,0.79736,0.71142,0.5555,1.14017,0.0007592,0.0007592,0.0007592
190,21628.4,0.49086,0.36917,1.00381,0.98039,0.95238,0.97619,0.8101,0.70724,0.49387,1.15053,0.0007526,0.0007526,0.0007526
191,21744.4,0.45042,0.31651,0.98096,1,0.96604,0.97902,0.82205,0.71669,0.45974,1.16914,0.000746,0.000746,0.000746
192,21855.6,0.51888,0.33288,1.00322,1,0.96811,0.97886,0.82891,0.71209,0.47887,1.15473,0.0007394,0.0007394,0.0007394
193,21969.3,0.4799,0.32607,0.97355,0.98384,0.96649,0.97736,0.82317,0.7407,0.47872,1.15451,0.0007328,0.0007328,0.0007328
194,22079.4,0.46157,0.3007,0.98155,0.98384,0.96622,0.97744,0.82213,0.76171,0.46732,1.17509,0.0007262,0.0007262,0.0007262
195,22190.4,0.46501,0.30567,0.98234,0.98349,0.96825,0.9803,0.81494,0.7519,0.43948,1.18135,0.0007196,0.0007196,0.0007196
196,22301.6,0.48736,0.32949,0.98318,1,0.96664,0.98674,0.81737,0.74387,0.40958,1.15748,0.000713,0.000713,0.000713
197,22408.6,0.45616,0.29496,0.97022,1,0.96686,0.98707,0.81383,0.73581,0.42007,1.16011,0.0007064,0.0007064,0.0007064
198,22515.5,0.49779,0.34377,0.99095,0.99857,0.95238,0.98606,0.81316,0.72306,0.42187,1.15588,0.0006998,0.0006998,0.0006998
199,22626.3,0.45665,0.31638,0.96324,0.98383,0.96564,0.98574,0.81851,0.72082,0.41437,1.14885,0.0006932,0.0006932,0.0006932
200,22734.2,0.50097,0.34083,0.96234,0.98358,0.96825,0.9834,0.82357,0.70017,0.4248,1.12863,0.0006866,0.0006866,0.0006866
201,22844.2,0.51755,0.35771,0.98558,1,0.96732,0.9814,0.82656,0.68173,0.42481,1.10617,0.00068,0.00068,0.00068
202,22955.7,0.47465,0.31605,0.99661,0.99718,0.95238,0.98054,0.83162,0.66446,0.4291,1.08928,0.0006734,0.0006734,0.0006734
203,23062.5,0.49283,0.3268,0.94944,1,0.9658,0.97672,0.82691,0.66522,0.43636,1.08033,0.0006668,0.0006668,0.0006668
204,23167.6,0.45227,0.32338,0.97156,0.99705,0.93651,0.97322,0.81905,0.68688,0.45168,1.09613,0.0006602,0.0006602,0.0006602
205,23277.2,0.48066,0.32938,0.98391,0.99935,0.95238,0.97192,0.81892,0.67462,0.44749,1.09563,0.0006536,0.0006536,0.0006536
206,23387.9,0.45535,0.31424,0.98932,0.998,0.95238,0.9731,0.82357,0.66105,0.42626,1.08781,0.000647,0.000647,0.000647
207,23506.1,0.43743,0.28761,0.9737,0.99842,0.96825,0.97287,0.80594,0.70417,0.41592,1.11134,0.0006404,0.0006404,0.0006404
208,23622.8,0.43478,0.29118,0.96726,0.99889,0.96825,0.96902,0.81437,0.7662,0.42836,1.15936,0.0006338,0.0006338,0.0006338
209,23742.5,0.47107,0.31932,0.99344,0.99904,0.96825,0.96918,0.81699,0.73687,0.42912,1.15369,0.0006272,0.0006272,0.0006272
210,23862.5,0.44795,0.3144,0.98085,0.99926,0.96825,0.96909,0.83177,0.70404,0.41756,1.1386,0.0006206,0.0006206,0.0006206
211,23980.6,0.47419,0.30567,0.97642,1,0.96803,0.96913,0.82859,0.70778,0.43036,1.15077,0.000614,0.000614,0.000614
212,24102.6,0.43084,0.30726,0.98438,1,0.96789,0.97175,0.81558,0.73909,0.4229,1.18145,0.0006074,0.0006074,0.0006074
213,24219.1,0.47384,0.31673,0.96772,1,0.96684,0.9712,0.83055,0.70012,0.41917,1.14075,0.0006008,0.0006008,0.0006008
214,24339.4,0.45899,0.30561,0.95875,0.98384,0.96644,0.9723,0.83694,0.66419,0.41335,1.10511,0.0005942,0.0005942,0.0005942
215,24452.5,0.46507,0.31155,0.95845,0.99832,0.95238,0.974,0.83755,0.67335,0.41087,1.10818,0.0005876,0.0005876,0.0005876
216,24563.3,0.46898,0.30069,0.99627,1,0.96735,0.97969,0.83308,0.70117,0.39571,1.12824,0.000581,0.000581,0.000581
217,24679.3,0.45067,0.31149,0.96466,1,0.96767,0.98297,0.83749,0.67597,0.37751,1.12305,0.0005744,0.0005744,0.0005744
218,24786.4,0.46177,0.33251,0.97272,1,0.96797,0.98404,0.84648,0.65538,0.36289,1.10694,0.0005678,0.0005678,0.0005678
219,24894,0.45392,0.31206,0.95078,1,0.96769,0.98299,0.8543,0.64852,0.36889,1.1055,0.0005612,0.0005612,0.0005612
220,25003.3,0.41511,0.29592,0.94859,1,0.96726,0.98374,0.86237,0.64384,0.39863,1.12193,0.0005546,0.0005546,0.0005546
221,25109.2,0.43351,0.29914,0.98036,0.98384,0.96663,0.98332,0.8482,0.64765,0.4077,1.12091,0.000548,0.000548,0.000548
222,25216.4,0.44788,0.30982,0.96723,0.98649,0.95238,0.98278,0.84026,0.66383,0.41879,1.12247,0.0005414,0.0005414,0.0005414
223,25326.3,0.47165,0.33641,0.99917,0.99692,0.95238,0.98182,0.84244,0.67994,0.41527,1.12433,0.0005348,0.0005348,0.0005348
224,25437.4,0.43144,0.30173,0.9784,0.99813,0.95238,0.97753,0.82779,0.67778,0.40243,1.11944,0.0005282,0.0005282,0.0005282
225,25553.2,0.4358,0.28664,0.99635,0.98345,0.96825,0.97555,0.83145,0.67772,0.40203,1.12489,0.0005216,0.0005216,0.0005216
226,25675.2,0.43887,0.2821,0.96916,0.99824,0.95238,0.97471,0.82495,0.6903,0.41163,1.1282,0.000515,0.000515,0.000515
227,25801.3,0.46071,0.30068,0.97799,0.9985,0.95238,0.97678,0.83057,0.6946,0.40713,1.12742,0.0005084,0.0005084,0.0005084
228,25929.7,0.43871,0.2838,0.98497,0.99806,0.95238,0.97711,0.82936,0.71362,0.41909,1.13274,0.0005018,0.0005018,0.0005018
229,26058.2,0.45194,0.29806,0.97874,0.99796,0.95238,0.9771,0.83009,0.70375,0.42809,1.12237,0.0004952,0.0004952,0.0004952
230,26197.3,0.46704,0.32681,0.95962,0.99803,0.95238,0.97662,0.83451,0.70002,0.43165,1.12681,0.0004886,0.0004886,0.0004886
231,26331.6,0.45451,0.30555,0.97201,0.99809,0.95238,0.97615,0.8316,0.7122,0.4281,1.14639,0.000482,0.000482,0.000482
232,26473.9,0.44249,0.31354,0.9717,0.99777,0.95238,0.97741,0.83106,0.68458,0.40345,1.12555,0.0004754,0.0004754,0.0004754
233,26614.8,0.45609,0.30492,0.97445,0.98384,0.96643,0.9796,0.83674,0.68207,0.40202,1.11527,0.0004688,0.0004688,0.0004688
234,26758.4,0.44822,0.29396,0.98707,0.9822,0.95238,0.98122,0.8367,0.66882,0.39986,1.10722,0.0004622,0.0004622,0.0004622
235,26899.9,0.44492,0.2827,0.96548,0.96561,0.95238,0.98249,0.84354,0.67106,0.40694,1.11712,0.0004556,0.0004556,0.0004556
236,27043.7,0.42974,0.31987,0.97643,0.98091,0.95238,0.98469,0.82689,0.67554,0.40763,1.14244,0.000449,0.000449,0.000449
237,27189.6,0.43712,0.29203,0.95654,0.98381,0.96482,0.98543,0.84172,0.69758,0.42741,1.13931,0.0004424,0.0004424,0.0004424
238,27333.9,0.47707,0.30559,0.9595,0.98382,0.96544,0.98432,0.84958,0.69833,0.43731,1.13108,0.0004358,0.0004358,0.0004358
239,27479.2,0.47412,0.30756,0.94583,0.98385,0.96678,0.98283,0.84245,0.69338,0.44034,1.13473,0.0004292,0.0004292,0.0004292
240,27626.2,0.42625,0.27222,0.96964,1,0.96622,0.97893,0.83678,0.69426,0.41906,1.13906,0.0004226,0.0004226,0.0004226
241,27771.8,0.4233,0.28953,0.96036,0.98142,0.96825,0.97877,0.83844,0.6997,0.41497,1.12929,0.000416,0.000416,0.000416
242,27917.7,0.45561,0.31218,0.95729,0.99821,0.95238,0.97988,0.84154,0.71445,0.41841,1.12401,0.0004094,0.0004094,0.0004094
243,28063.6,0.4275,0.30122,0.96782,0.99836,0.95238,0.98196,0.84006,0.71372,0.42216,1.11139,0.0004028,0.0004028,0.0004028
244,28200.9,0.43645,0.28854,0.96838,0.9985,0.95238,0.98018,0.83894,0.70939,0.42368,1.10224,0.0003962,0.0003962,0.0003962
245,28339,0.43505,0.30018,0.95766,0.99858,0.95238,0.97818,0.83812,0.69501,0.40351,1.09708,0.0003896,0.0003896,0.0003896
246,28470.5,0.39768,0.28363,0.95018,0.99861,0.95238,0.97854,0.841,0.68613,0.39624,1.08274,0.000383,0.000383,0.000383
247,28603.4,0.39209,0.28652,0.96978,0.99859,0.95238,0.97942,0.83513,0.68636,0.38953,1.07996,0.0003764,0.0003764,0.0003764
248,28735.6,0.42267,0.2813,0.96362,0.99862,0.95238,0.97863,0.83261,0.7052,0.39263,1.09174,0.0003698,0.0003698,0.0003698
249,28867.3,0.44559,0.29822,0.95128,1,0.96707,0.97954,0.83486,0.69283,0.39288,1.09172,0.0003632,0.0003632,0.0003632
250,29001.8,0.44808,0.31337,0.96639,1,0.96736,0.97988,0.844,0.66475,0.38316,1.08614,0.0003566,0.0003566,0.0003566
251,29131.8,0.40485,0.26939,0.95526,1,0.96632,0.97943,0.8478,0.64858,0.38215,1.08195,0.00035,0.00035,0.00035
252,29264.4,0.42506,0.28564,0.95289,0.98384,0.96653,0.97758,0.85357,0.64508,0.40041,1.07409,0.0003434,0.0003434,0.0003434
253,29402.4,0.3912,0.28607,0.95966,0.96709,0.96825,0.97584,0.8404,0.66407,0.44227,1.0762,0.0003368,0.0003368,0.0003368
254,29546.5,0.40748,0.26922,0.95832,0.96821,0.967,0.97379,0.83442,0.68416,0.44938,1.08274,0.0003302,0.0003302,0.0003302
255,29663.4,0.38632,0.2663,0.96161,0.99775,0.95238,0.97087,0.83374,0.69341,0.43067,1.08815,0.0003236,0.0003236,0.0003236
256,29751.2,0.42042,0.28873,0.95807,0.99747,0.95238,0.96893,0.83053,0.65825,0.42251,1.08482,0.000317,0.000317,0.000317
257,29834.9,0.46311,0.30118,0.97205,0.99715,0.95238,0.96893,0.83258,0.65643,0.42136,1.09351,0.0003104,0.0003104,0.0003104
258,29911.3,0.42124,0.29392,0.96378,0.99706,0.95238,0.96889,0.82961,0.65648,0.41791,1.08727,0.0003038,0.0003038,0.0003038
259,29985,0.44374,0.28399,0.96022,0.98383,0.96594,0.96908,0.82909,0.64767,0.41989,1.07888,0.0002972,0.0002972,0.0002972
260,30061.4,0.3868,0.26237,0.95552,0.99733,0.95238,0.96887,0.83602,0.65807,0.4285,1.09035,0.0002906,0.0002906,0.0002906
261,30134.5,0.40961,0.29012,0.94864,0.98228,0.95238,0.96844,0.82812,0.67962,0.43776,1.10646,0.000284,0.000284,0.000284
262,30208.4,0.42128,0.29224,0.95293,0.97942,0.95238,0.9675,0.82275,0.67968,0.44316,1.11233,0.0002774,0.0002774,0.0002774
263,30281.2,0.39515,0.27003,0.94838,0.97952,0.95238,0.9652,0.8226,0.67828,0.44185,1.1104,0.0002708,0.0002708,0.0002708
264,30353.9,0.42573,0.29604,0.95322,0.97952,0.95238,0.96438,0.82206,0.68646,0.43478,1.10658,0.0002642,0.0002642,0.0002642
265,30426.3,0.40475,0.28174,0.96852,0.9682,0.96646,0.96795,0.8248,0.69632,0.43301,1.10978,0.0002576,0.0002576,0.0002576
266,30498.4,0.44032,0.27491,0.97139,0.98035,0.95238,0.97049,0.8286,0.69006,0.42121,1.10836,0.000251,0.000251,0.000251
267,30571.7,0.42175,0.28964,0.96363,0.98351,0.95238,0.97202,0.83097,0.68265,0.41942,1.10955,0.0002444,0.0002444,0.0002444
268,30644,0.42862,0.29418,0.98407,0.98294,0.95238,0.97535,0.83109,0.68576,0.40404,1.11354,0.0002378,0.0002378,0.0002378
269,30715.6,0.37228,0.26491,0.9495,0.99078,0.95238,0.97805,0.82609,0.69854,0.40157,1.12059,0.0002312,0.0002312,0.0002312
270,30787.1,0.41112,0.28939,0.9483,0.99759,0.95238,0.97963,0.82724,0.70101,0.40701,1.12278,0.0002246,0.0002246,0.0002246
271,30862.2,0.37924,0.27307,0.949,0.99767,0.95238,0.98099,0.83207,0.69324,0.40315,1.11724,0.000218,0.000218,0.000218
272,30935,0.40119,0.27923,0.9618,0.99593,0.95238,0.98134,0.84376,0.67852,0.40166,1.10339,0.0002114,0.0002114,0.0002114
273,31006.9,0.41078,0.27354,0.94729,0.99772,0.95238,0.9816,0.84325,0.67399,0.4036,1.10046,0.0002048,0.0002048,0.0002048
274,31080.9,0.39815,0.26807,0.95457,0.99772,0.95238,0.98185,0.8379,0.67689,0.40388,1.10045,0.0001982,0.0001982,0.0001982
275,31156.7,0.40893,0.27304,0.93746,0.99688,0.95238,0.98214,0.83683,0.6761,0.3977,1.1,0.0001916,0.0001916,0.0001916
276,31232.7,0.40628,0.26353,0.97328,0.9964,0.95238,0.98355,0.83978,0.68019,0.39549,1.10257,0.000185,0.000185,0.000185
277,31308.6,0.38245,0.25832,0.9752,0.99535,0.95238,0.98461,0.84069,0.68077,0.3979,1.10208,0.0001784,0.0001784,0.0001784
278,31383.8,0.39748,0.27601,0.93883,0.98382,0.96529,0.98559,0.8411,0.68461,0.40132,1.10127,0.0001718,0.0001718,0.0001718
279,31455.9,0.396,0.2821,0.95355,0.98384,0.96665,0.9857,0.84013,0.68498,0.40179,1.09982,0.0001652,0.0001652,0.0001652
280,31528,0.43172,0.28306,0.94737,0.98385,0.9667,0.98668,0.83955,0.69453,0.40627,1.1066,0.0001586,0.0001586,0.0001586
281,31600.1,0.3777,0.26273,0.93761,0.98384,0.96654,0.98613,0.83229,0.70351,0.41051,1.11628,0.000152,0.000152,0.000152
282,31672.4,0.37934,0.26649,0.9321,0.98384,0.96624,0.9862,0.83573,0.71254,0.41429,1.12468,0.0001454,0.0001454,0.0001454
283,31745.8,0.39108,0.2693,0.9347,0.98455,0.95238,0.98488,0.83458,0.71813,0.4153,1.13365,0.0001388,0.0001388,0.0001388
284,31822.8,0.39763,0.2731,0.94961,0.98719,0.95238,0.98415,0.82574,0.71168,0.41597,1.13315,0.0001322,0.0001322,0.0001322
285,31898.9,0.38749,0.26423,0.9659,0.9823,0.95238,0.98374,0.83075,0.70222,0.4162,1.12195,0.0001256,0.0001256,0.0001256
286,31972.3,0.382,0.25343,0.95779,0.98384,0.9663,0.98301,0.83019,0.69658,0.41681,1.11478,0.000119,0.000119,0.000119
287,32046.5,0.42019,0.27436,0.95103,0.98384,0.96649,0.98132,0.83195,0.69022,0.41883,1.11023,0.0001124,0.0001124,0.0001124
288,32122.6,0.40442,0.26991,1.00116,0.98384,0.96629,0.98081,0.82901,0.6921,0.41585,1.11382,0.0001058,0.0001058,0.0001058
289,32201.9,0.37488,0.27204,0.96061,0.96593,0.96825,0.98276,0.82673,0.70105,0.41535,1.1208,9.92e-05,9.92e-05,9.92e-05
290,32280.9,0.36362,0.24152,0.94498,0.98183,0.95238,0.98315,0.82592,0.70799,0.41722,1.12703,9.26e-05,9.26e-05,9.26e-05
291,32363.6,0.34034,0.32044,0.95454,0.983,0.95238,0.98316,0.82857,0.70876,0.41375,1.13038,8.6e-05,8.6e-05,8.6e-05
292,32448.8,0.35828,0.26051,0.9419,0.98382,0.96544,0.98263,0.82845,0.70278,0.41735,1.12972,7.94e-05,7.94e-05,7.94e-05
293,32526,0.36683,0.27993,0.93485,0.99437,0.95238,0.98189,0.83171,0.69844,0.42426,1.12527,7.28e-05,7.28e-05,7.28e-05
294,32602.4,0.32857,0.23927,0.92822,0.99594,0.95238,0.98249,0.83231,0.69444,0.4309,1.12003,6.62e-05,6.62e-05,6.62e-05
295,32676.4,0.32157,0.24378,0.91988,0.99556,0.95238,0.98209,0.83696,0.69273,0.43175,1.11737,5.96e-05,5.96e-05,5.96e-05
296,32750.2,0.32186,0.22091,0.92404,0.99534,0.95238,0.98168,0.83423,0.69053,0.43001,1.11626,5.3e-05,5.3e-05,5.3e-05
297,32823.6,0.32737,0.23943,0.92053,0.99496,0.95238,0.98155,0.8421,0.68833,0.42855,1.11531,4.64e-05,4.64e-05,4.64e-05
298,32896.8,0.33131,0.26044,0.9495,0.99495,0.95238,0.9818,0.83783,0.68481,0.42268,1.11356,3.98e-05,3.98e-05,3.98e-05
299,32970.1,0.32344,0.22016,0.91724,0.99486,0.95238,0.98147,0.83075,0.68252,0.42288,1.11466,3.32e-05,3.32e-05,3.32e-05
300,33043.1,0.33889,0.22633,0.91319,0.99504,0.95238,0.98145,0.83188,0.68131,0.41742,1.11316,2.66e-05,2.66e-05,2.66e-05
